vehicle_category,fuel,euro_standard,country,pollutant,hot-cold-evaporation,evaporation_split,10,20,30,40,50,60,70,80,90,100,110,120,130
Buses,Diesel,Euro I,Czech Republic,CH4,Hot,,0.17499999999999996,0.17499999999999996,0.17499999999999996,0.17499999999999996,0.12749999999999995,0.07999999999999993,0.07999999999999993,0.07000000000000008,0.07000000000000008,0.07000000000000008,0.07000000000000008,0.07000000000000008,0.07000000000000008
Buses,Diesel,Euro I,Denmark,CH4,Hot,,0.175,0.175,0.175,0.175,0.1275,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07
Buses,Diesel,Euro I,EU27,CH4,Hot,,0.175,0.175,0.175,0.175,0.12749999999999997,0.07999999999999995,0.07999999999999995,0.07000000000000009,0.07000000000000009,0.07000000000000009,0.07000000000000009,0.07000000000000009,0.07000000000000009
Buses,Diesel,Euro I,Estonia,CH4,Hot,,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.1275,0.08,0.08,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999
Buses,Diesel,Euro I,Finland,CH4,Hot,,0.1749999999999998,0.1749999999999998,0.1749999999999998,0.1749999999999998,0.1274999999999999,0.08,0.08,0.07000000000000002,0.07000000000000002,0.07000000000000002,0.07000000000000002,0.07000000000000002,0.07000000000000002
Buses,Diesel,Euro I,France,CH4,Hot,,0.175,0.175,0.175,0.175,0.1275,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07
Buses,Diesel,Euro I,Germany,CH4,Hot,,0.1749999999999997,0.1749999999999997,0.1749999999999997,0.1749999999999997,0.12749999999999986,0.08,0.08,0.06999999999999994,0.06999999999999994,0.06999999999999994,0.06999999999999994,0.06999999999999994,0.06999999999999994
Buses,Diesel,Euro I,Greece,CH4,Hot,,0.1749999999999998,0.1749999999999998,0.1749999999999998,0.1749999999999998,0.12749999999999992,0.08000000000000003,0.08000000000000003,0.07,0.07,0.07,0.07,0.07,0.07
Buses,Diesel,Euro I,Hungary,CH4,Hot,,0.17499999999999982,0.17499999999999982,0.17499999999999982,0.17499999999999982,0.1274999999999999,0.07999999999999997,0.07999999999999996,0.07000000000000016,0.07000000000000016,0.07000000000000016,0.07000000000000016,0.07000000000000016,0.07000000000000016
Buses,Diesel,Euro I,Iceland,CH4,Hot,,0.1749999999999998,0.1749999999999998,0.1749999999999998,0.17500000000000027,0.1274999999999999,0.07999999999999997,0.07999999999999997,0.07,0.07,0.07,0.07,0.07,0.07
