oid;profile_id;arrival_departure;stage;point;weight_lbs;horizontal_feet;vertical_feet;tas_knots;weight_kgs;horizontal_metres;vertical_metres;tas_metres;power;mode;course
13019;A350-941-D-8;D;8;5;;30451.6;3000;186.6;;9281.64768;914.4;95.9952504;0.663694299;CL;ANP2.2
13020;A350-941-D-8;D;8;6;;37500;3313.9;213.2;;11430;1010.07672;109.6794608;0.643674584;CL;ANP2.2
13021;A350-941-D-8;D;8;7;;40804.4;3466.4;225;;12437.18112;1056.55872;115.7499;0.635074584;CL;ANP2.2
13022;A350-941-D-8;D;8;8;;45536;3686.2;241;;13879.3728;1123.55376;123.981004;0.623711758;CL;ANP2.2
13023;A350-941-D-8;D;8;9;;53270.4;4028.9;264;;16236.81792;1228.00872;135.813216;0.607945843;CL;ANP2.2
13024;A350-941-D-8;D;8;10;;119482.4;10000;289.3;;36418.23552;3048;148.8286492;0.681685748;CL;ANP2.2
13025;A350-941-D-0;D;0;1;;0;0;0;;0;0;0;0.993392399;TO;ANP2.2
13026;A350-941-D-0;D;0;2;;8902.4;0;181.8;;2713.45152;0;93.5259192;0.791081354;TO;ANP2.2
13027;A350-941-D-0;D;0;3;;18419.6;1500;185.8;;5614.29408;457.2;95.5836952;0.795615796;TO;ANP2.2
13028;A350-941-D-0;D;0;4;;19419.6;1606.6;186.1;;5919.09408;489.69168;95.7380284;0.643484442;CL;ANP2.2
13029;A350-941-D-0;D;0;5;;32493;3000;190;;9903.8664;914.4;97.74436;0.660580048;CL;ANP2.2
13030;A350-941-D-0;D;0;6;;40488.9;3333.4;217.7;;12341.01672;1016.02032;111.9944588;0.639840499;CL;ANP2.2
13031;A350-941-D-0;D;0;7;;43844.7;3479;228.7;;13363.86456;1060.3992;117.6533428;0.631834086;CL;ANP2.2
13032;A350-941-D-0;D;0;8;;48621.7;3688.2;243.7;;14819.89416;1124.16336;125.3700028;0.621215558;CL;ANP2.2
13033;A350-941-D-0;D;0;9;;55797.7;3989.3;263.8;;17007.13896;1215.93864;135.7103272;0.60745962;CL;ANP2.2
13034;A350-941-D-0;D;0;10;;126136.1;10000;289.3;;38446.28328;3048;148.8286492;0.681685748;CL;ANP2.2
13035;A350-941-D-1;D;1;1;;0;0;0;;0;0;0;0.993392399;TO;ANP2.2
13036;A350-941-D-1;D;1;2;;4131.5;0;151.6;;1259.2812;0;77.9897104;0.824668052;TO;ANP2.2
13037;A350-941-D-1;D;1;3;;7748.4;1000;153.8;;2361.71232;304.8;79.1214872;0.832897625;TO;ANP2.2
13038;A350-941-D-1;D;1;4;;9462.7;1182.9;172.8;;2884.23096;360.54792;88.8959232;0.811845724;CL;ANP2.2
13039;A350-941-D-1;D;1;5;;12372.2;1488.4;200.5;;3771.04656;453.66432;103.146022;0.779697981;CL;ANP2.2
13040;A350-941-D-1;D;1;6;;13372.2;1674.8;201.1;;4075.84656;510.47904;103.4546884;0.630252138;CL;ANP2.2
13041;A350-941-D-1;D;1;7;;20480.9;3000;205.1;;6242.57832;914.4;105.5124644;0.64651152;CL;ANP2.2
13042;A350-941-D-1;D;1;8;;31600;3802;263.1;;9631.68;1158.8496;135.3502164;0.605155463;CL;ANP2.2
13043;A350-941-D-1;D;1;9;;74569.7;10000;289.3;;22728.84456;3048;148.8286492;0.681685748;CL;ANP2.2
13044;A350-941-D-2;D;2;1;;0;0;0;;0;0;0;0.993392399;TO;ANP2.2
13045;A350-941-D-2;D;2;2;;4372.2;0;153.6;;1332.64656;0;79.0185984;0.822381116;TO;ANP2.2
13046;A350-941-D-2;D;2;3;;8134.4;1000;155.9;;2479.36512;304.8;80.2018196;0.83061057;TO;ANP2.2
13047;A350-941-D-2;D;2;4;;9973.2;1189;175.2;;3039.83136;362.4072;90.1305888;0.809151425;CL;ANP2.2
13048;A350-941-D-2;D;2;5;;12907.3;1486.2;201.9;;3934.14504;452.99376;103.8662436;0.778175178;CL;ANP2.2
13049;A350-941-D-2;D;2;6;;13907.3;1665.5;202.5;;4238.94504;507.6444;104.17491;0.628779929;CL;ANP2.2
13050;A350-941-D-2;D;2;7;;21349.7;3000;206.5;;6507.38856;914.4;106.232686;0.645153682;CL;ANP2.2
13051;A350-941-D-2;D;2;8;;32601.2;3783.1;263;;9936.84576;1153.08888;135.298772;0.604923872;CL;ANP2.2
13052;A350-941-D-2;D;2;9;;77289.7;10000;289.3;;23557.90056;3048;148.8286492;0.681685748;CL;ANP2.2
13053;A350-941-D-3;D;3;1;;0;0;0;;0;0;0;0.993392399;TO;ANP2.2
13054;A350-941-D-3;D;3;2;;4632.8;0;155.8;;1412.07744;0;80.1503752;0.820012827;TO;ANP2.2
13055;A350-941-D-3;D;3;3;;8550.1;1000;158.1;;2606.07048;304.8;81.3335964;0.828242399;TO;ANP2.2
13056;A350-941-D-3;D;3;4;;10527.5;1195.5;177.8;;3208.782;364.3884;91.4681432;0.806342518;CL;ANP2.2
13057;A350-941-D-3;D;3;5;;13486.8;1484.3;203.5;;4110.77664;452.41464;104.689354;0.776536461;CL;ANP2.2
13058;A350-941-D-3;D;3;6;;14486.8;1646.1;203.9;;4415.57664;501.73128;104.8951316;0.62708753;CL;ANP2.2
13059;A350-941-D-3;D;3;7;;22856.7;3000;208.1;;6966.72216;914.4;107.0557964;0.643698812;CL;ANP2.2
13060;A350-941-D-3;D;3;8;;34226.3;3762.8;263;;10432.17624;1146.90144;135.298772;0.604673872;CL;ANP2.2
13061;A350-941-D-3;D;3;9;;80761.6;10000;289.3;;24616.13568;3048;148.8286492;0.681685748;CL;ANP2.2
13062;A350-941-D-4;D;4;1;;0;0;0;;0;0;0;0.993392399;TO;ANP2.2
13063;A350-941-D-4;D;4;2;;5106.5;0;159.4;;1556.4612;0;82.0023736;0.815960808;TO;ANP2.2
13064;A350-941-D-4;D;4;3;;9300.4;1000;161.8;;2834.76192;304.8;83.2370392;0.824190261;TO;ANP2.2
13065;A350-941-D-4;D;4;4;;11539;1207.2;182.2;;3517.0872;367.95456;93.7316968;0.801506057;CL;ANP2.2
13066;A350-941-D-4;D;4;5;;14529.8;1481.3;206.1;;4428.68304;451.50024;106.0269084;0.773694774;CL;ANP2.2
13067;A350-941-D-4;D;4;6;;15529.8;1632.4;206.6;;4733.48304;497.55552;106.2841304;0.6243981;CL;ANP2.2
13068;A350-941-D-4;D;4;7;;24578.7;3000;210.8;;7491.58776;914.4;108.4447952;0.641177197;CL;ANP2.2
13069;A350-941-D-4;D;4;8;;36116.7;3727.2;262.8;;11008.37016;1136.05056;135.1958832;0.604236342;CL;ANP2.2
13070;A350-941-D-4;D;4;9;;85971.4;10000;289.3;;26204.08272;3048;148.8286492;0.681685748;CL;ANP2.2
13071;A350-941-D-5;D;5;1;;0;0;0;;0;0;0;0.993392399;TO;ANP2.2
13072;A350-941-D-5;D;5;2;;5752.7;0;164;;1753.42296;0;84.368816;0.810880641;TO;ANP2.2
13073;A350-941-D-5;D;5;3;;10315.2;1000;166.4;;3144.07296;304.8;85.6034816;0.819110095;TO;ANP2.2
13074;A350-941-D-5;D;5;4;;12925.1;1222.5;187.7;;3939.57048;372.618;96.5611388;0.795424228;CL;ANP2.2
13075;A350-941-D-5;D;5;5;;15997.7;1482.7;209.9;;4876.09896;451.92696;107.9817956;0.769580048;CL;ANP2.2
13076;A350-941-D-5;D;5;6;;16997.7;1621.4;210.3;;5180.89896;494.20272;108.1875732;0.620675059;CL;ANP2.2
13077;A350-941-D-5;D;5;7;;26933.5;3000;214.6;;8209.3308;914.4;110.3996824;0.637588599;CL;ANP2.2
13078;A350-941-D-5;D;5;8;;38526.6;3675.7;262.6;;11742.90768;1120.35336;135.0929944;0.603603919;CL;ANP2.2
13079;A350-941-D-5;D;5;9;;92890.8;10000;289.3;;28313.11584;3048;148.8286492;0.681685748;CL;ANP2.2
13080;A350-941-D-6;D;6;1;;0;0;0;;0;0;0;0.993392399;TO;ANP2.2
13081;A350-941-D-6;D;6;2;;6490.1;0;168.7;;1978.18248;0;86.7867028;0.8056;TO;ANP2.2
13082;A350-941-D-6;D;6;3;;11463.9;1000;171.2;;3494.19672;304.8;88.0728128;0.813829454;TO;ANP2.2
13083;A350-941-D-6;D;6;4;;14545.1;1241.3;193.6;;4433.34648;378.34824;99.5963584;0.78887019;CL;ANP2.2
13084;A350-941-D-6;D;6;5;;17678.8;1485.7;213.9;;5388.49824;452.84136;110.0395716;0.76511342;CL;ANP2.2
13085;A350-941-D-6;D;6;6;;18678.8;1612.7;214.3;;5693.29824;491.55096;110.2453492;0.616688242;CL;ANP2.2
13086;A350-941-D-6;D;6;7;;29605.6;3000;218.8;;9023.78688;914.4;112.5603472;0.633709026;CL;ANP2.2
13087;A350-941-D-6;D;6;8;;41120.8;3619.1;262.4;;12533.61984;1103.10168;134.9901056;0.602907482;CL;ANP2.2
13088;A350-941-D-6;D;6;9;;100587.4;10000;289.3;;30659.03952;3048;148.8286492;0.681685748;CL;ANP2.2
13089;A350-941-D-7;D;7;1;;0;0;0;;0;0;0;0.993392399;TO;ANP2.2
13090;A350-941-D-7;D;7;2;;7319;0;173.6;;2230.8312;0;89.3074784;0.800196437;TO;ANP2.2
13091;A350-941-D-7;D;7;3;;12746.5;1000;176.1;;3885.1332;304.8;90.5935884;0.80842601;TO;ANP2.2
13092;A350-941-D-7;D;7;4;;16379.3;1260.8;199.6;;4992.41064;384.29184;102.6830224;0.782191924;CL;ANP2.2
13093;A350-941-D-7;D;7;5;;19591.1;1491.2;218.3;;5971.36728;454.51776;112.3031252;0.76028361;CL;ANP2.2
13094;A350-941-D-7;D;7;6;;20591.1;1607.2;218.7;;6276.16728;489.87456;112.5089028;0.612449762;CL;ANP2.2
13095;A350-941-D-7;D;7;7;;32607.2;3000;223.3;;9938.67456;914.4;114.8753452;0.62953848;CL;ANP2.2
13096;A350-941-D-7;D;7;8;;43858.4;3557;262.1;;13368.04032;1084.1736;134.8357724;0.602144062;CL;ANP2.2
13097;A350-941-D-7;D;7;9;;109040.7;10000;289.3;;33235.60536;3048;148.8286492;0.681685748;CL;ANP2.2
13098;A350-941-D-8;D;8;1;;0;0;0;;0;0;0;0.993392399;TO;ANP2.2
13099;A350-941-D-8;D;8;2;;8255.8;0;178.6;;2516.36784;0;91.8796984;0.794637173;TO;ANP2.2
13100;A350-941-D-8;D;8;3;;14188.6;1000;181.2;;4324.68528;304.8;93.2172528;0.802866627;TO;ANP2.2
13101;A350-941-D-8;D;8;4;;18546.6;1286;206.2;;5653.00368;391.9728;106.0783528;0.774906532;CL;ANP2.2
13102;A350-941-D-8;D;8;5;;21849.7;1503.2;223.3;;6659.78856;458.17536;114.8753452;0.754707126;CL;ANP2.2
13103;A350-941-D-8;D;8;6;;22849.7;1608.7;223.7;;6964.58856;490.33176;115.0811228;0.607715796;CL;ANP2.2
13104;A350-941-D-8;D;8;7;;36047.9;3000;228.4;;10987.39992;914.4;117.4990096;0.624785986;CL;ANP2.2
13105;A350-941-D-8;D;8;8;;46707.6;3484.6;261.9;;14236.47648;1062.10608;134.7328836;0.601254988;CL;ANP2.2
13106;A350-941-D-8;D;8;9;;118396.7;10000;289.3;;36087.31416;3048;148.8286492;0.681685748;CL;ANP2.2
13107;A350-941-D-0;D;0;1;;0;0;0;;0;0;0;0.993392399;TO;ANP2.2
13108;A350-941-D-0;D;0;2;;8902.4;0;181.8;;2713.45152;0;93.5259192;0.791081354;TO;ANP2.2
13109;A350-941-D-0;D;0;3;;15181.2;1000;184.4;;4627.22976;304.8;94.8634736;0.799310926;TO;ANP2.2
13110;A350-941-D-0;D;0;4;;20090.1;1304;210.5;;6123.46248;397.4592;108.290462;0.770105107;CL;ANP2.2
13111;A350-941-D-0;D;0;5;;23454.1;1513.3;226.7;;7148.80968;461.25384;116.6244548;0.750924466;CL;ANP2.2
13112;A350-941-D-0;D;0;6;;24454.1;1612.4;227.1;;7453.60968;491.45952;116.8302324;0.604561401;CL;ANP2.2
13113;A350-941-D-0;D;0;7;;38449.2;3000;231.8;;11719.31616;914.4;119.2481192;0.621585273;CL;ANP2.2
13114;A350-941-D-0;D;0;8;;48555.3;3435;261.7;;14799.65544;1046.988;134.6299948;0.600645487;CL;ANP2.2
13115;A350-941-D-0;D;0;9;;124765.9;10000;289.3;;38028.64632;3048;148.8286492;0.681685748;CL;ANP2.2
13116;A380-841-D-1;D;1;1;799160;0;0;0;362492.5827;0;0;0;1.017067286;TO;ANP2.2
13117;A380-841-D-1;D;1;2;799160;3350.1;0;142;362492.5827;1021.11048;0;73.051048;0.845002714;TO;ANP2.2
13118;A380-841-D-1;D;1;3;799160;9886.5;1500;145.1;362492.5827;3013.4052;457.2;74.6458244;0.864853429;TO;ANP2.2
13119;A380-841-D-1;D;1;4;799160;10886.5;1707.6;145.6;362492.5827;3318.2052;520.47648;74.9030464;0.828244571;CL;ANP2.2
13120;A380-841-D-1;D;1;5;799160;17111.5;3000;148.4;362492.5827;5215.5852;914.4;76.3434896;0.847974857;CL;ANP2.2
13121;A380-841-D-1;D;1;6;799160;20393.4;3215;182.7;362492.5827;6215.90832;979.932;93.9889188;0.826140286;CL;ANP2.2
13122;A380-841-D-1;D;1;7;799160;28683.2;3715.4;245.8;362492.5827;8742.63936;1132.45392;126.4503352;0.787948714;CL;ANP2.2
13123;A380-841-D-1;D;1;8;799160;31508.2;3877.1;263.4;362492.5827;9603.69936;1181.74008;135.5045496;0.777791286;CL;ANP2.2
13124;A380-841-D-1;D;1;9;799160;68943.7;10000;289.3;362492.5827;21014.03976;3048;148.8286492;0.844477571;CL;ANP2.2
13125;A380-841-D-2;D;2;1;822921;0;0;0;373270.3822;0;0;0;1.017067286;TO;ANP2.2
13126;A380-841-D-2;D;2;2;822921;3563;0;144.1;373270.3822;1086.0024;0;74.1313804;0.842463429;TO;ANP2.2
13127;A380-841-D-2;D;2;3;822921;10397.1;1500;147.3;373270.3822;3169.03608;457.2;75.7776012;0.862314143;TO;ANP2.2
13128;A380-841-D-2;D;2;4;822921;11397.1;1698.7;147.7;373270.3822;3473.83608;517.76376;75.9833788;0.826481;CL;ANP2.2
13129;A380-841-D-2;D;2;5;822921;17945.3;3000;150.6;373270.3822;5469.72744;914.4;77.4752664;0.846352429;CL;ANP2.2
13130;A380-841-D-2;D;2;6;822921;21437.9;3216.1;185.4;373270.3822;6534.27192;980.26728;95.3779176;0.824152714;CL;ANP2.2
13131;A380-841-D-2;D;2;7;822921;29761.4;3699.5;246;373270.3822;9071.27472;1127.6076;126.553224;0.787572143;CL;ANP2.2
13132;A380-841-D-2;D;2;8;822921;32659.1;3859.7;263.3;373270.3822;9954.49368;1176.43656;135.4531052;0.777550143;CL;ANP2.2
13133;A380-841-D-2;D;2;9;822921;71689.1;10000;289.3;373270.3822;21850.83768;3048;148.8286492;0.844477571;CL;ANP2.2
13134;A380-841-D-3;D;3;1;847265;0;0;0;384312.6259;0;0;0;1.017067286;TO;ANP2.2
13135;A380-841-D-3;D;3;2;847265;3788.4;0;146.2;384312.6259;1154.70432;0;75.2117128;0.839899714;TO;ANP2.2
13136;A380-841-D-3;D;3;3;847265;10934.9;1500;149.4;384312.6259;3332.95752;457.2;76.8579336;0.859750429;TO;ANP2.2
13137;A380-841-D-3;D;3;4;847265;11934.9;1690.2;149.9;384312.6259;3637.75752;515.17296;77.1151556;0.824707143;CL;ANP2.2
13138;A380-841-D-3;D;3;5;847265;18821.9;3000;152.8;384312.6259;5736.91512;914.4;78.6070432;0.844714429;CL;ANP2.2
13139;A380-841-D-3;D;3;6;847265;22539.5;3217.6;188.1;384312.6259;6870.0396;980.72448;96.7669164;0.822171429;CL;ANP2.2
13140;A380-841-D-3;D;3;7;847265;30918.6;3685.6;246.4;384312.6259;9423.98928;1123.37088;126.7590016;0.787068857;CL;ANP2.2
13141;A380-841-D-3;D;3;8;847265;33854.2;3842.2;263.3;384312.6259;10318.76016;1171.10256;135.4531052;0.777307429;CL;ANP2.2
13142;A380-841-D-3;D;3;9;847265;74550;10000;289.3;384312.6259;22722.84;3048;148.8286492;0.844477571;CL;ANP2.2
13143;A380-841-D-4;D;4;1;890164;0;0;0;403771.2691;0;0;0;1.017067286;TO;ANP2.2
13144;A380-841-D-4;D;4;2;890164;4203.8;0;149.8;403771.2691;1281.31824;0;77.0637112;0.835469857;TO;ANP2.2
13145;A380-841-D-4;D;4;3;890164;11919.3;1500;153.2;403771.2691;3633.00264;457.2;78.8128208;0.855320571;TO;ANP2.2
13146;A380-841-D-4;D;4;4;890164;12919.3;1676.4;153.6;403771.2691;3937.80264;510.96672;79.0185984;0.821657143;CL;ANP2.2
13147;A380-841-D-4;D;4;5;890164;20423.8;3000;156.6;403771.2691;6225.17424;914.4;80.5619304;0.841884;CL;ANP2.2
13148;A380-841-D-4;D;4;6;890164;24600.6;3225.4;192.9;403771.2691;7498.26288;983.10192;99.2362476;0.818739857;CL;ANP2.2
13149;A380-841-D-4;D;4;7;890164;33067.3;3667.4;247.2;403771.2691;10078.91304;1117.82352;127.1705568;0.786121;CL;ANP2.2
13150;A380-841-D-4;D;4;8;890164;36022.7;3815.6;263.2;403771.2691;10979.71896;1162.99488;135.4016608;0.776939143;CL;ANP2.2
13151;A380-841-D-4;D;4;9;890164;79713.7;10000;289.3;403771.2691;24296.73576;3048;148.8286492;0.844477571;CL;ANP2.2
13152;A380-841-D-5;D;5;1;945893;0;0;0;429049.4977;0;0;0;1.017067286;TO;ANP2.2
13153;A380-841-D-5;D;5;2;945893;4778.6;0;154.5;429049.4977;1456.51728;0;79.481598;0.829871571;TO;ANP2.2
13154;A380-841-D-5;D;5;3;945893;13271.6;1500;157.9;429049.4977;4045.18368;457.2;81.2307076;0.849722429;TO;ANP2.2
13155;A380-841-D-5;D;5;4;945893;14271.6;1660.5;158.3;429049.4977;4349.98368;506.1204;81.4364852;0.817826857;CL;ANP2.2
13156;A380-841-D-5;D;5;5;945893;22619.8;3000;161.4;429049.4977;6894.51504;914.4;83.0312616;0.838307143;CL;ANP2.2
13157;A380-841-D-5;D;5;6;945893;27461.6;3236;199.1;429049.4977;8370.29568;986.3328;102.4258004;0.814347714;CL;ANP2.2
13158;A380-841-D-5;D;5;7;945893;36069.5;3648.3;249;429049.4977;10993.9836;1112.00184;128.096556;0.784543286;CL;ANP2.2
13159;A380-841-D-5;D;5;8;945893;38909.9;3779.8;263;429049.4977;11859.73752;1152.08304;135.298772;0.776442571;CL;ANP2.2
13160;A380-841-D-5;D;5;9;945893;86669.8;10000;289.3;429049.4977;26416.95504;3048;148.8286492;0.844477571;CL;ANP2.2
13161;A380-841-D-6;D;6;1;1006106;0;0;0;456361.6328;0;0;0;1.017067286;TO;ANP2.2
13162;A380-841-D-6;D;6;2;1006106;5444.8;0;159.3;456361.6328;1659.57504;0;81.9509292;0.824005429;TO;ANP2.2
13163;A380-841-D-6;D;6;3;1006106;14831.1;1500;162.8;456361.6328;4520.51928;457.2;83.7514832;0.843856143;TO;ANP2.2
13164;A380-841-D-6;D;6;4;1006106;15831.1;1645.4;163.2;456361.6328;4825.31928;501.51792;83.9572608;0.813838429;CL;ANP2.2
13165;A380-841-D-6;D;6;5;1006106;25148.7;3000;166.5;456361.6328;7665.32376;914.4;85.654926;0.834559;CL;ANP2.2
13166;A380-841-D-6;D;6;6;1006106;30773;3246.7;205.5;456361.6328;9379.6104;989.59416;105.718242;0.809803143;CL;ANP2.2
13167;A380-841-D-6;D;6;7;1006106;39511.5;3629.2;251;456361.6328;12043.1052;1106.18016;129.125444;0.782734429;CL;ANP2.2
13168;A380-841-D-6;D;6;8;1006106;42130.4;3740.7;262.9;456361.6328;12841.34592;1140.16536;135.2473276;0.775897857;CL;ANP2.2
13169;A380-841-D-6;D;6;9;1006106;94521.4;10000;289.3;456361.6328;28810.12272;3048;148.8286492;0.844477571;CL;ANP2.2
13170;A380-841-D-7;D;7;1;1066266;0;0;0;483649.7275;0;0;0;1.017067286;TO;ANP2.2
13171;A380-841-D-7;D;7;2;1066266;6157.9;0;164;483649.7275;1876.92792;0;84.368816;0.818317143;TO;ANP2.2
13172;A380-841-D-7;D;7;3;1066266;16498.2;1500;167.6;483649.7275;5028.65136;457.2;86.2208144;0.838167857;TO;ANP2.2
13173;A380-841-D-7;D;7;4;1066266;17498.2;1632.1;168;483649.7275;5333.45136;497.46408;86.426592;0.809992714;CL;ANP2.2
13174;A380-841-D-7;D;7;5;1066266;27850.7;3000;171.4;483649.7275;8488.89336;914.4;88.1757016;0.830924571;CL;ANP2.2
13175;A380-841-D-7;D;7;6;1066266;34397.1;3259.5;212;483649.7275;10484.23608;993.4956;109.062128;0.805210714;CL;ANP2.2
13176;A380-841-D-7;D;7;7;1066266;43262;3614.4;253.6;483649.7275;13186.2576;1101.66912;130.4629984;0.780601143;CL;ANP2.2
13177;A380-841-D-7;D;7;8;1066266;45458.9;3700.6;262.7;483649.7275;13855.87272;1127.94288;135.1444388;0.775337143;CL;ANP2.2
13178;A380-841-D-7;D;7;9;1066266;102743.7;10000;289.3;483649.7275;31316.27976;3048;148.8286492;0.844477571;CL;ANP2.2
13179;A380-841-D-8;D;8;1;1254430;0;0;0;568999.4126;0;0;0;1.017067286;TO;ANP2.2
13180;A380-841-D-8;D;8;2;1254430;8701.6;0;177.9;568999.4126;2652.24768;0;91.5195876;0.801492571;TO;ANP2.2
13181;A380-841-D-8;D;8;3;1254430;22504.2;1500;181.8;568999.4126;6859.28016;457.2;93.5259192;0.821343286;TO;ANP2.2
13182;A380-841-D-8;D;8;4;1254430;23504.2;1599.3;182.1;568999.4126;7164.08016;487.46664;93.6802524;0.798718429;CL;ANP2.2
13183;A380-841-D-8;D;8;5;1254430;37610.7;3000;185.9;568999.4126;11463.74136;914.4;95.6351396;0.820174857;CL;ANP2.2
13184;A380-841-D-8;D;8;6;1254430;47322.1;3283.9;229.7;568999.4126;14423.77608;1000.93272;118.1677868;0.792541857;CL;ANP2.2
13185;A380-841-D-8;D;8;7;1254430;56433.7;3562.1;261.3;568999.4126;17200.99176;1085.72808;134.4242172;0.774008857;CL;ANP2.2
13186;A380-841-D-8;D;8;8;1254430;56700.6;3570.2;262.2;568999.4126;17282.34288;1088.19696;134.8872168;0.773506571;CL;ANP2.2
13187;A380-841-D-8;D;8;9;1254430;131246.8;10000;289.3;568999.4126;40004.02464;3048;148.8286492;0.844477571;CL;ANP2.2
13188;A380-841-D-1;D;1;1;799160;0;0;0;362492.5827;0;0;0;1.017067286;TO;ANP2.2
13189;A380-841-D-1;D;1;2;799160;3350.1;0;142;362492.5827;1021.11048;0;73.051048;0.845002714;TO;ANP2.2
13190;A380-841-D-1;D;1;3;799160;7674.1;1000;144.1;362492.5827;2339.06568;304.8;74.1313804;0.855177;TO;ANP2.2
13191;A380-841-D-1;D;1;4;799160;10746.9;1214.5;177.3;362492.5827;3275.65512;370.1796;91.2109212;0.819883857;CL;ANP2.2
13192;A380-841-D-1;D;1;5;799160;18818.3;1728.4;243.8;362492.5827;5735.81784;526.81632;125.4214472;0.754293714;CL;ANP2.2
13193;A380-841-D-1;D;1;6;799160;19818.3;1913.8;244.5;362492.5827;6040.61784;583.32624;125.781558;0.757383571;CL;ANP2.2
13194;A380-841-D-1;D;1;7;799160;25678.7;3000;248.4;362492.5827;7826.86776;914.4;127.7878896;0.773859857;CL;ANP2.2
13195;A380-841-D-1;D;1;8;799160;27623.2;3118.9;260.4;362492.5827;8419.55136;950.64072;133.9612176;0.767043857;CL;ANP2.2
13196;A380-841-D-1;D;1;9;799160;69181.9;10000;289.3;362492.5827;21086.64312;3048;148.8286492;0.844477571;CL;ANP2.2
13197;A380-841-D-2;D;2;1;822921;0;0;0;373270.3822;0;0;0;1.017067286;TO;ANP2.2
13198;A380-841-D-2;D;2;2;822921;3563;0;144.1;373270.3822;1086.0024;0;74.1313804;0.842463429;TO;ANP2.2
13199;A380-841-D-2;D;2;3;822921;8083.8;1000;146.2;373270.3822;2463.94224;304.8;75.2117128;0.852637714;TO;ANP2.2
13200;A380-841-D-2;D;2;4;822921;11380.6;1220.3;179.9;373270.3822;3468.80688;371.94744;92.5484756;0.816980571;CL;ANP2.2
13201;A380-841-D-2;D;2;5;822921;19495.8;1717.5;243.7;373270.3822;5942.31984;523.494;125.3700028;0.754020429;CL;ANP2.2
13202;A380-841-D-2;D;2;6;822921;20495.8;1895.9;244.4;373270.3822;6247.11984;577.87032;125.7301136;0.757102571;CL;ANP2.2
13203;A380-841-D-2;D;2;7;822921;26687.9;3000;248.4;373270.3822;8134.47192;914.4;127.7878896;0.773859857;CL;ANP2.2
13204;A380-841-D-2;D;2;8;822921;28707.3;3119.1;260.4;373270.3822;8749.98504;950.70168;133.9612176;0.767047;CL;ANP2.2
13205;A380-841-D-2;D;2;9;822921;71920.6;10000;289.3;373270.3822;21921.39888;3048;148.8286492;0.844477571;CL;ANP2.2
13206;A380-841-D-3;D;3;1;847265;0;0;0;384312.6259;0;0;0;1.017067286;TO;ANP2.2
13207;A380-841-D-3;D;3;2;847265;3788.4;0;146.2;384312.6259;1154.70432;0;75.2117128;0.839899714;TO;ANP2.2
13208;A380-841-D-3;D;3;3;847265;8515.6;1000;148.3;384312.6259;2595.55488;304.8;76.2920452;0.850074;TO;ANP2.2
13209;A380-841-D-3;D;3;4;847265;12060.4;1226.4;182.5;384312.6259;3676.00992;373.80672;93.88603;0.813960857;CL;ANP2.2
13210;A380-841-D-3;D;3;5;847265;20228.3;1707.5;243.9;384312.6259;6165.58584;520.446;125.4728916;0.753528429;CL;ANP2.2
13211;A380-841-D-3;D;3;6;847265;21228.3;1879;244.5;384312.6259;6470.38584;572.7192;125.781558;0.756683714;CL;ANP2.2
13212;A380-841-D-3;D;3;7;847265;27765;3000;248.6;384312.6259;8462.772;914.4;127.8907784;0.773705714;CL;ANP2.2
13213;A380-841-D-3;D;3;8;847265;29826;3117.3;260.4;384312.6259;9090.9648;950.15304;133.9612176;0.767020286;CL;ANP2.2
13214;A380-841-D-3;D;3;9;847265;74775.1;10000;289.3;384312.6259;22791.45048;3048;148.8286492;0.844477571;CL;ANP2.2
13215;A380-841-D-4;D;4;1;890164;0;0;0;403771.2691;0;0;0;1.017067286;TO;ANP2.2
13216;A380-841-D-4;D;4;2;890164;4203.8;0;149.8;403771.2691;1281.31824;0;77.0637112;0.835469857;TO;ANP2.2
13217;A380-841-D-4;D;4;3;890164;9307;1000;152;403771.2691;2836.7736;304.8;78.195488;0.845644143;TO;ANP2.2
13218;A380-841-D-4;D;4;4;890164;13348;1240.2;187.2;403771.2691;4068.4704;378.01296;96.3039168;0.808678286;CL;ANP2.2
13219;A380-841-D-4;D;4;5;890164;21586;1693.5;244.4;403771.2691;6579.4128;516.1788;125.7301136;0.752576571;CL;ANP2.2
13220;A380-841-D-4;D;4;6;890164;22586;1853.9;245;403771.2691;6884.2128;565.06872;126.03878;0.755903;CL;ANP2.2
13221;A380-841-D-4;D;4;7;890164;29731.9;3000;249.2;403771.2691;9062.28312;914.4;128.1994448;0.773320571;CL;ANP2.2
13222;A380-841-D-4;D;4;8;890164;31834.9;3112.7;260.4;403771.2691;9703.27752;948.75096;133.9612176;0.766952571;CL;ANP2.2
13223;A380-841-D-4;D;4;9;890164;79927.5;10000;289.3;403771.2691;24361.902;3048;148.8286492;0.844477571;CL;ANP2.2
13224;A380-841-D-5;D;5;1;945893;0;0;0;429049.4977;0;0;0;1.017067286;TO;ANP2.2
13225;A380-841-D-5;D;5;2;945893;4778.6;0;154.5;429049.4977;1456.51728;0;79.481598;0.829871571;TO;ANP2.2
13226;A380-841-D-5;D;5;3;945893;10395.4;1000;156.7;429049.4977;3168.51792;304.8;80.6133748;0.840045857;TO;ANP2.2
13227;A380-841-D-5;D;5;4;945893;15126.2;1253.8;193.1;429049.4977;4610.46576;382.15824;99.3391364;0.801948571;CL;ANP2.2
